n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti
A1186,Honoré de Balzac,Eugénie Grandet,Garzanti,-,9788811362091,"Narrativa, Classici",FALSE
A1189,Italo Calvino,Il sentiero dei nidi di ragno,Mondadori,-,9788804374347,"Narrativa, Romanzo Storico, Resistenza",FALSE
A119,Jane Austen,Orgoglio e pregiudizio,Einaudi,2014,9788806217403,"Narrativa, Classici",FALSE
A1190,Oscar Wilde,Il ritratto di Dorian Gray,Acquarelli,-,9788844014901,"Narrativa, Classici",FALSE
A1191,Anonimo,Le mille e una notte Vol. I,Corriere della Sera,-,-,"Narrativa, Racconti, Classici",FALSE
A1192,Daniel Pennac,La fata carabina,Feltrinelli,-,9788807812297,"Giallo, Thriller, Narrativa",FALSE
A1193,Mario Tobino,Per le antiche scale,Mondadori,1976,9788804098608,"Narrativa, Racconti",FALSE
A1626,Ugo Mioni,La coppa del vicerè d'Egitto,San Paolo,1937,-,Romanzo Storico,FALSE
A1560,Christian Jacq,I misteri di Osiride 1 - L'albero...,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE
A1194,Fabio Paglieri,La cura della ragione,Il Mulino,2016,9788815260539,"Saggistica, Filosofia",FALSE
A1561,Christian Jacq,I misteri di Osiride 2 - La cospirazione...,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE
A1195,Saulle Panizza,Ragazzi che Costituzione!,Plus,2009,9788884926523,"Saggistica, Ragazzi, Formazione",FALSE
A1562,Christian Jacq,I misteri di Osiride 3 - Il cammino...,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE
A1196,AIE,Saperi e libertà (Maschile/femminile),AIE,2001,-,"Saggistica, Attualità",FALSE
A1563,Christian Jacq,I misteri di Osiride 4 - Il grande segreto,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE
A1197,Domenico Quirico,Il tuffo nel pozzo,Vita e Pensiero,2017,9788834331575,"Saggistica, Biografia, Testimonianze, Reportage",FALSE
A1198,Saulle Panizza,La Costituzione italiana aggiornata...,Pisa University Press,2018,9788867418298,"Saggistica, Manuali, Attualità",FALSE
A1199,Giuseppe Verdi,Il Trovatore,Fabbri Editori,1995,-,"Poesia, Teatro",FALSE
A1200,Arnald,Diversamente occupati,Arti Grafiche Fiorin,2009,-,"Fumetti, Graphic Novel",FALSE
A1201,AA. VV.,Il Ragazzini Inglese-italiano,Zanichelli,2015,9788808194484,"Saggistica, Manuali",FALSE
A1202,AA. VV.,Il Ragazzini Inglese-italiano,Zanichelli,2015,9788808194484,"Saggistica, Manuali",FALSE
A1203,AA. VV.,Lo Zingarelli 2017,Zanichelli,2017,9788808601616,"Saggistica, Manuali",FALSE
A1204,AA. VV.,Lo Zingarelli 2018,Zanichelli,2018,9788808800927,"Saggistica, Manuali",FALSE
A1205,Agatha Christie,Sfida a Poirot,Mondadori,1963,-,"Giallo, Thriller",FALSE
A1206,Agatha Christie,Miss Marple: Nemesi,Mondadori,1971,9788804399088,"Giallo, Thriller",FALSE
A1207,Agatha Christie,Gli elefanti hanno buona memoria,Mondadori,1972,9788804102914,"Giallo, Thriller",FALSE
A1208,Agatha Christie,Poirot e la salma,Mondadori,1946,-,"Giallo, Thriller",FALSE
A1209,Agatha Christie,Delitto in cielo,Mondadori,1935,-,"Giallo, Thriller",FALSE
A121,Franz Kafka,La metamorfosi,Einaudi,2014,9788806217434,"Narrativa, Classici",FALSE
A1210,Agatha Christie,Carte in tavola,Mondadori,1936,-,"Giallo, Thriller",FALSE
A1211,Agatha Christie,Polvere negli occhi,Mondadori,1953,-,"Giallo, Thriller",FALSE
A1212,Agatha Christie,I primi casi di Poirot,Mondadori,1973,-,"Giallo, Thriller, Racconti",FALSE
A1213,Agatha Christie,C'era una volta,Mondadori,1945,-,"Giallo, Thriller, Romanzo Storico",FALSE
A1214,Agatha Christie,Poirot non sbaglia,Mondadori,1951,-,"Giallo, Thriller",FALSE
A1215,Agatha Christie,I sette quadranti,Mondadori,1929,-,"Giallo, Thriller",FALSE
A1216,Agatha Christie,Miss Marple al Bertram Hotel,Mondadori,1965,-,"Giallo, Thriller",FALSE
A1217,Jean Giono,L'uomo che piantava gli alberi,Salani,1987,9788877820259,"Narrativa, Racconti",FALSE
A1218,Enrico Grassani,Anche se voi vi credete assolti,Selecta,2016,9788899432119,"Saggistica, Filosofia, Attualità",FALSE
A1219,Edgar Allan Poe,Racconti di fantascienza,Newton Compton,1995,9788879839358,"Fantasy, Racconti, Classici",FALSE
A122,Charlotte Brontë,Jane Eyre,Einaudi,2017,9788806217410,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1220,George Orwell,La fattoria degli animali,Mondadori,1995,9788804353723,"Narrativa, Fantasy, Distopico, Classici",FALSE
A1221,George Orwell,La fattoria degli animali,Mondadori,1995,9788804353723,"Narrativa, Fantasy, Distopico, Classici",FALSE
A1222,Guy de Maupassant,Bel-Ami,Giunti,2011,9788809767850,"Narrativa, Classici",FALSE
A1223,Immanuel Kant,Per la pace perpetua,Feltrinelli,1991,9788807820229,"Saggistica, Filosofia",FALSE
A1224,Andrea Camilleri,Come la penso,Chiarelettere,2016,9788861908618,"Saggistica, Biografia, Testimonianze",FALSE
A1225,Kahlil Gibran,Il profeta,Rizzoli,1993,9788817110198,"Poesia, Teatro, Filosofia",FALSE
A1226,Daniel Pennac,Come un romanzo,Feltrinelli,1992,9788807812286,"Saggistica, Manuali",FALSE
A1227,Denis Guedj,Il teorema del pappagallo,TEA,2003,9788850204793,"Narrativa, Saggistica, Scienze",FALSE
A1228,Richard Bach,Il gabbiano Jonathan Livingston,Rizzoli,1970,9788817130011,"Narrativa, Ragazzi, Formazione",FALSE
A1229,Umberto Eco,Il nome della rosa,Bompiani,1980,9788845207914,"Giallo, Thriller, Romanzo Storico",FALSE
A123,Robert Louis Stevenson,Lo stano caso del Dr. Jekyll...,Einaudi,2015,9788806225644,"Fantasy, Horror, Gotico, Classici",FALSE
A1230,"Barbero, Frugoni",Dizionario del Medioevo,Laterza,1994,9788842063742,"Saggistica, Storia, Manuali",FALSE
A1231,Gabriel García Márquez,Dell'amore e di altri demoni,Mondadori,1998,9788804450941,"Realismo Magico, Storico, Amore",FALSE
A1232,Stefano Benni,Comici spaventati guerrieri,Feltrinelli,1986,9788807811906,"Umorismo, Giallo, Satira",FALSE
A1233,Edmond Rostand,Cirano de Bergerac,Rusconi,2009,9788818026139,"Poesia, Teatro",FALSE
A1234,Alessandro Baricco,Oceano mare,Rizzoli,1993,9788846200020,"Romanzo, Filosofico, Surreale",FALSE
A1235,Chiara Gamberale,Per 10 minuti,Feltrinelli,2013,9788807030710,"Romanzo, Psicologico, Rinascita",FALSE
A1236,Tayari Jones,Un matrimonio americano,Neri Pozza,2018,9788854518216,"Drammatico, Sociale",FALSE
A1237,Marco Presta,Accendimi,Einaudi,2017,9788806236205,"Umorismo, Surreale",FALSE
A1238,Simone Cristicchi,Abbi cura di me,San Paolo,2019,9788821598289,"Biografia, Diari, Testimonianze",FALSE
A1239,Federico Moccia,La ragazza di Roma Nord,SEM,2019,9788893902038,"Narrativa, Ragazzi, Adolescenza",FALSE
A124,Ludovico Ariosto,Orlando Furioso I,Einaudi,2015,9788806227983,"Poesia, Teatro, Classici",FALSE
A1240,Andrzej Sapkowski,Il guardiano degli innocenti,Editrice Nord,2016,9788842916567,Fantasy,FALSE
A1241,Denis Guedj,Il teorema del pappagallo,TEA,2018,9788850251780,"Narrativa, Saggistica, Scienze",FALSE
A1242,Michele Tranquilli,Una buona idea,Feltrinelli,2017,9788807032486,"Biografia, Testimonianze, Reportage",FALSE
A1243,Jean-Louis Fournier,Dove andiamo papà?,Rizzoli,2009,9788817032339,"Biografia, Diari, Testimonianze",FALSE
A1244,Federica Manzon,La nostalgia degli altri,Feltrinelli,2017,9788807032370,"Romanzo, Psicologico",FALSE
A1564,Francesco Dimitri,Alice nel paese della Vaporità,TEA,2012,9788850228805,Fantasy,FALSE
A1245,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1576,John Green,Cercando Alaska,Rizzoli,2006,9788817076340,"Narrativa, Ragazzi, Adolescenza, Formazione",FALSE
A1246,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1247,Manuela Santoni,Le sorelle Brontë,BeccoGiallo,2018,9788833140131,"Fumetti, Graphic Novel, Biografia",FALSE
A1248,Aldo Cazzullo,A riveder le stelle,Mondadori,2020,9788804732419,"Saggistica, Storia, Classici",FALSE
A1249,David Grossman,Qualcuno con cui correre,Mondadori,2019,9788804680215,"Narrativa, Ragazzi, Formazione",FALSE
A125,Ludovico Ariosto,Orlando Furioso II,Einaudi,2015,9788806227983,"Poesia, Teatro, Classici",FALSE
A1250,Elsa Morante,Il mondo salvato dai ragazzini,Einaudi,2020,9788806244675,"Poesia, Teatro, Narrativa",FALSE
A1251,Jules Verne,L'isola misteriosa,Marsilio,2020,9788829705221,"Narrativa, Ragazzi, Classici",FALSE
A1252,"Vaccarino, Morosinotto",The Game,Mondadori,2018,9788804706243,"Narrativa, Ragazzi",FALSE
A1253,Edgar Allan Poe,Racconti di investigazione,Morano,1996,9788880361250,"Giallo, Thriller, Racconti, Classici",FALSE
A1254,Edgar Allan Poe,Le avventure di Gordon Pym,Mondadori,1992,9788804364958,"Narrativa, Fantasy, Horror, Classici",FALSE
A1255,Andrea Camilleri,Un filo di fumo,Sellerio,1997,9788838913938,"Romanzo Storico, Narrativa",FALSE
A1256,Kaho Nashiki,Un'estate con la Strega dell'Ovest,Feltrinelli,2017,9788807032431,"Narrativa, Ragazzi, Formazione",FALSE
A1257-1,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-10,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-11,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-12,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE
A1257-13,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-14,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-15,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-16,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-17,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-18,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-19,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-2,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-20,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-21,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-22,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-23,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-24,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1257-3,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-4,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-5,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-6,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-7,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-8,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1257-9,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Memorie, Ragazzi",FALSE
A1258-1,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-10,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-11,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-12,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-13,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-14,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-15,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-16,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-17,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-18,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-19,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-2,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-20,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-21,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-22,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-23,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1258-3,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-4,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-5,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-6,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-7,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-8,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1258-9,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE
A1259-1,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-10,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-11,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-12,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-13,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-14,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-15,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-16,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-17,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-18,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-19,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-2,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-20,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-21,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-22,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-23,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-24,Christoph Hein,Tutto quello che non hai (20 cose...),Einaudi,2019,9788866565153,"Fumetti, Graphic Novel, Attualità",FALSE
A1259-25,Takoua Ben Mohamed,Il mio migliore amico è fascista,Rizzoli,2021,9788817156947,"Ragazzi, Fantasy",FALSE
A1259-26,Ransom Riggs,"Miss Peregrine, La casa dei ragazzi speciali",Rizzoli,2011,9788817053672,"Romanzo Storico, Avventura",FALSE
A1259-27,Valerio Massimo Manfredi,"Aléxandros, il confine del mondo",Mondadori,2002,9788804509685,"Ragazzi, Classico, Avventura",FALSE
A1259-28,Carlo Collodi,Le avventure di Pinocchio,Liberamente,2019,9788863114095,"Saggistica, Letteratura",FALSE
A1259-29,Daniel Pennac,Come un romanzo,Feltrinelli,1993,9788807812549,"Ragazzi, Narrativa",FALSE
A1259-3,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Narrativa, Biografia, Memorie",FALSE
A1259-30,Giacomo Mazzariol,Mio fratello rincorre i dinosauri,Einaudi,2016,9788806229529,"Saggistica, Reportage, Attualità",FALSE
A1259-31,Åsne Seierstad,Il libraio di Kabul,Rizzoli,2002,9788817107108,"Fantascienza, Racconti, Classico",FALSE
A1259-32,Ray Bradbury,Cronache marziane,Mondadori,1989,9788804320092,"Giallo, Thriller, Romanzo Storico",FALSE
A1259-33,Lindsey Davis,Le miniere dell'imperatore,Il Saggiatore,2010,9788842816361,"Giallo, Thriller",FALSE
A1259-34,Andrea Camilleri,La pazienza del ragno,Sellerio,2004,9788838919670,"Ragazzi, Narrativa",FALSE
A1259-35,Enrico Galiano,Eppure cadiamo felici,Garzanti,2017,9788811672329,"Ragazzi, Narrativa",FALSE
A1259-4,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-5,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-6,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-7,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-8,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE
A1259-9,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Classico",FALSE
A126,Ferenc Molnar,I ragazzi della via Pàl,Einaudi,2016,9788806217458,"Narrativa, Giallo, Racconti",FALSE
A1657,Giancarlo De Cataldo,Un fitto mistero,Contrasto,2017,9788869656828,"Ragazzi, Giallo, Thriller",FALSE
A1260,Lemony Snicket,Quando l'hai vista l'ultima volta?,Salani,2013,9788867152635,"Ragazzi, Narrativa",FALSE
A1261,Aidan Chambers,Quando eravamo in tre,Rizzoli,2019,9788817109864,"Ragazzi, Fantasy",FALSE
A1640,Rick Riordan,Percy Jackson e gli dei dell'Olimpo: Le storie segrete,Mondadori,2013,9788804631622,"Narrativa, Romanzo",FALSE
A1262,Michela Marzano,Idda,Einaudi,2019,9788806242305,"Giallo, Thriller, Romanzo Storico",FALSE
A1633,Carlo A. Martigli,L'apprendista di Michelangelo,Mondadori,2017,9788804680873,"Narrativa, Romanzo",FALSE
A1635,Francesco D'Isa,La stanza di Therese,Tunué,2017,9788867902347,"Ragazzi, Fantascienza",FALSE
A1263,Luigi Ballerini,Il mistero del bosco,Edizioni Lapis,2016,9788878744577,"Ragazzi, Narrativa",FALSE
A1264,Jay Asher,Tredici,Mondadori,2019,9788804705307,"Ragazzi, Fantasy",FALSE
A1641,Rick Riordan,Percy Jackson racconta gli Dei Greci,Mondadori,2014,9788804646541,"Ragazzi, Narrativa, Rosa",FALSE
A1687,Siobhan Vivian,"Noi, gli unici al mondo",Newton Compton,2017,9788822700889,"Ragazzi, Giallo, Thriller",FALSE
A1265,Lemony Snicket,Chi sarà mai a quest'ora?,Salani,2013,9788862568608,"Ragazzi, Narrativa",FALSE
A1636,Gabriele Caruso,Un sogno che fa male,Mondadori,2019,9788804707936,"Ragazzi, Giallo, Thriller",FALSE
A1266,Robin Stevens,Omicidi per signorine,Mondadori,2014,9788804659909,"Ragazzi, Narrativa, Rosa",FALSE
A1267,Morgane Bicail,Phoneplay,Newton Compton,2017,9788822711670,"Ragazzi, Romanzo Storico",FALSE
A1632,Paul Dowswell,L'ultima alba di guerra,Feltrinelli,-,9788807921678,"Ragazzi, Fantascienza, Distopico",FALSE
A1629,Veronica Roth,Divergent,De Agostini,2014,9788841896891,"Ragazzi, Fantasy",FALSE
A1268,Silvana De Mari,L'ultimo elfo,Salani,-,9788862561951,"Narrativa, Fantasy",FALSE
A1269,Genki Kawamura,Se i gatti scomparissero dal mondo,Einaudi,2019,9788806240301,"Ragazzi, Romanzo Storico",FALSE
A1555,Karl Bruckner,Il gran sole di Hiroshima,Giunti,2011,9788809810303,"Narrativa, Classico, Filosofia",FALSE
A127,Voltaire,Candido,Einaudi,2014,9788806217465,"Racconto filosofico umoristico, contro l'ottimismo",FALSE
A1270,Tommaso Pincio,Hotel a zero stelle,Laterza,2011,9788842095903,Saggistica,FALSE
A1684,Geoff Rodkey,I viaggi di Egg: In fuga da Mortaria,Giunti,2012,9788809772650,"Ragazzi, Narrativa",FALSE
A1271,Paolo Mieli,Lampi sulla storia,Rizzoli,2018,9788817105262,"Saggistica, Storia",FALSE
A1600,Roald Dahl,Il GGG,Salani,2014,9788862560411,"Ragazzi, Fantasy",FALSE
A1272,Michele Raniero,Extra Unione e la fortezza di Nugari,Il Ciliegio,2014,9788867711109,Fantasy,FALSE
A1639,Irene Adler,"Sherlock, Lupin e io: Il trio della dama nera",Piemme,2011,9788856617305,"Giallo, Thriller, Ragazzi",FALSE
A1273,Orazio Labbate,Suttaterra,Tunué,2017,9788867902408,"Fantasy, Gotico, Narrativa",FALSE
A1631,Lauren Oliver,Il viaggio di Lili e Po,Piemme,2011,9788868361135,"Ragazzi, Fantasy",FALSE
A1644,Gabbie Hanna,Adultolescence,Salani,2018,9788893674690,"Poesia, Teatro",FALSE
A1274,Chris Colfer,La terra delle storie - L'avvertimento dei Grimm,Rizzoli,2014,9788817075254,"Ragazzi, Fantasy, Fiabe",FALSE
A1638,Concita De Gregorio,Chi sono io?,Contrasto,2011,9788869653131,"Saggistica, Biografia, Testimonianze",FALSE
A1275,John Flanagan,La terra dei ghiacci - L'apprendista del ranger,Mondadori,2005,9788804550137,"Romanzo Storico, Ragazzi, Narrativa",FALSE
A1276,Enti Autori,Funzioni e obiettivi,Banca d'Italia,2019,-,"Saggistica, Scienze",FALSE
A1643,Roald Dahl,Il grande ascensore di cristallo,Salani,1989,9788877820791,"Ragazzi, Fantasy",FALSE
A1645,Filelfo,L'assemblea degli animali,Einaudi,2020,9788806245948,"Narrativa, Fiabe",FALSE
A1277,Cornelia Funke,Cuore d'inchiostro,Mondadori,2003,9788804537757,"Ragazzi, Fantasy",FALSE
A1278,Barbara Biscotti,Giulio Cesare un tirannicidio imperfetto,Corriere della Sera,2020,-,"Saggistica, Storia",FALSE
A1651,Michael Morpurgo,Il ragazzo che non uccise Hitler,Piemme,2015,9788868362620,"Romanzo Storico, Ragazzi, Guerra",FALSE
A1558,Stefania Podda,Marie Curie,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1279,Geronimo Stilton,Cronache del Regno della fantasia - La porta incantata,Piemme,2015,9788856649719,"Ragazzi, Fantasy",FALSE
A1637,Jules Verne,Viaggio al centro della terra,Einaudi,2014,9788883376337,"Narrativa, Ragazzi, Classici",FALSE
A128,Rita Franchini Ponti,La luna nel pozzo,Grafiche Ortolan,2009,-,"Narrativa, Locale",FALSE
A1634,Lello Gurrado,Fulmine,Marcos y Marcos,2014,9788871686950,"Ragazzi, Formazione",FALSE
A1280,Estelle Laure,La notte che ho dipinto il cielo,De Agostini,2015,9788851141386,"Narrativa, Ragazzi, Adolescenza",FALSE
A1281,Emiliano Gucci,Con tutto il bene che posso,Giunti,2020,9788809885424,"Romanzo, Famiglia, Adolescenza",FALSE
A1670,Carrie Firestone,Prima che te ne vai,Il Castoro,2017,9788869661760,"Narrativa, Ragazzi, Adolescenza",FALSE
A1282,D. Di Pietrantonio,L'Arminuta,Einaudi,2017,9788806232108,"Romanzo, Formazione, Famiglia",FALSE
A1663,Jérome Colin,Campo di battaglia,Einaudi,2018,9788806240098,"Narrativa, Ragazzi, Adolescenza",FALSE
A1688,Katie Khan,Regalami una stella,Newton Compton,2017,9788822700872,"Fantascienza, Sentimentale, Distopico",FALSE
A1682,"Barbato, Bussola, Pilliu",Bacteria,Star Comics,2021,9788822623866,"Fumetti, Graphic Novel, Fantasy, Distopico",FALSE
A1284,Tommaso Fusari,Quello che non siamo diventati,Mondadori,2019,9788804707998,"Narrativa, Ragazzi, Formazione",FALSE
A1648,"Vernay, Alibert, Lapière",Rose,Tunué,2020,9788867903725,"Fumetti, Graphic Novel",FALSE
A1285,Carol Swain,Quello che voleva essere,Tunué,2019,9788867903429,"Fumetti, Graphic Novel",FALSE
A1285-1,Albert Camus,La peste,Salone del Libro,-,-,"Narrativa, Classici",FALSE
A1285-2,Albert Camus,La peste,Salone del Libro,-,-,"Narrativa, Classici",FALSE
A1285-3,Albert Camus,La peste,Salone del Libro,-,-,"Narrativa, Classici",FALSE
A1286,Philippe Nessmann,Missione Marte,Electa,2017,9788891811868,"Saggistica, Scienze, Ragazzi",FALSE
A1287,Emanuele Melilli,Maria Stuarda,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1288,Federica Meloni,Lucrezia Borgia,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1289,Gabriella Seveso,Maria Montessori,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A129,"Dobrilla, Fuso, Oss",Medicina e scienza,Curcu & Genovese,2013,9788896737750,"Saggistica, Scienze",FALSE
A1603,Gabriel García Márquez,Notizia di un sequestro,Mondadori,1998,9788804450703,"Saggistica, Biografia, Reportage",FALSE
A1290,Stefania Podda,Marie Curie,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1291,Barbara Biscotti,Cleopatra,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
